Assuming rdf:type as type relation
Loading files... 
  Starting processed_triples1.txt
  Finished processed_triples1.txt, still running: 0
Loaded 8730 facts in 97 ms using -32 MB
Using Support as pruning metric with minimum threshold 1.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 64 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  foundingDate  ?b  ?a  primaryTopic  ?h   => ?a  foundingDate  ?b	0.666666667	1	1	2	2	2	?a
?h  foundation  ?b  ?a  primaryTopic  ?h   => ?a  foundingDate  ?b	0.666666667	0.333333333	0.4	2	6	5	?a
?a  isPrimaryTopicOf  ?h  ?h  names  ?b   => ?a  names  ?b	1	1	1	2	2	2	?b
?a  appointer  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  appointer  ?b	0.526315789	1	1	20	20	20	?a
?g  nick  ?b  ?g  primaryTopic  ?a   => ?a  names  ?b	1	1	1	2	2	2	?b
?g  primaryTopic  ?a  ?g  stockrow  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?g  foundingDate  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  foundingDate  ?b	1	1	1	3	3	3	?a
?b  isPrimaryTopicOf  ?h  ?a  manufacturer  ?h   => ?a  manufacturer  ?b	1	1	1	155	155	155	?a
?h  foundingDate  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  foundingDate  ?b	1	1	1	3	3	3	?a
?g  primaryTopic  ?a  ?g  symbol  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  manufacturer  ?h   => ?a  manufacturer  ?b	1	1	1	155	155	155	?a
?a  capital  ?h  ?h  date  ?b   => ?a  date  ?b	0.090909091	1	1	1	1	1	?b
?h  currentStatus  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  currentStatus  ?b	1	1	1	1	1	1	?a
?h  currentStatus  ?b  ?a  primaryTopic  ?h   => ?a  currentStatus  ?b	1	1	1	1	1	1	?a
?g  currentStatus  ?b  ?g  primaryTopic  ?a   => ?a  currentStatus  ?b	1	1	1	1	1	1	?a
?g  google  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  google  ?b	1	1	1	1	1	1	?a
?g  foundingDate  ?b  ?g  primaryTopic  ?a   => ?a  foundingDate  ?b	0.666666667	1	1	2	2	2	?a
?g  manufacturer  ?b  ?g  primaryTopic  ?a   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?g  date  ?b  ?g  primaryTopic  ?a   => ?a  date  ?b	0.818181818	1	1	9	9	9	?b
?g  date  ?b  ?g  name  ?a   => ?a  date  ?b	0.090909091	1	1	1	1	1	?b
?h  label  ?b  ?a  primaryTopic  ?h   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?a  isPrimaryTopicOf  ?h  ?h  termEnd  ?b   => ?a  termEnd  ?b	1	1	1	30	30	30	?b
?a  isPrimaryTopicOf  ?h  ?h  termStart  ?b   => ?a  termEnd  ?b	0.4	0.387096774	0.923076923	12	31	13	?b
?a  subject  ?h  ?b  subject  ?h   => ?a  manufacturer  ?b	0.006451613	0.00110011	0.5	1	909	2	?a
?a  primaryTopic  ?h  ?h  termEnd  ?b   => ?a  termEnd  ?b	1	1	1	30	30	30	?b
?g  isPrimaryTopicOf  ?a  ?g  label  ?b   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?a  publicwhip  ?h  ?h  termEnd  ?b   => ?a  termEnd  ?b	0.133333333	1	1	4	4	4	?b
?a  primaryTopic  ?h  ?h  termStart  ?b   => ?a  termEnd  ?b	0.4	0.363636364	0.923076923	12	33	13	?b
?a  publicwhip  ?h  ?h  termStart  ?b   => ?a  termEnd  ?b	0.1	0.75	1	3	4	3	?b
?g  publicwhip  ?a  ?g  termEnd  ?b   => ?a  termEnd  ?b	0.133333333	1	1	4	4	4	?b
?a  isPrimaryTopicOf  ?h  ?h  nationalgoals  ?b   => ?a  nationalgoals  ?b	1	1	1	5	5	5	?b
?g  depiction  ?b  ?g  wikiPageRedirects  ?a   => ?a  depiction  ?b	0.007462687	1	1	5	5	5	?b
?h  nationalgoals  ?b  ?a  wikiPageInterLanguageLink  ?h   => ?a  nationalgoals  ?b	0.2	1	1	1	1	1	?b
?g  influenced  ?a  ?g  isPrimaryTopicOf  ?b   => ?a  influences  ?b	0.083333333	0.142857143	1	1	7	1	?a
?a  hasVariant  ?h  ?h  manufacturer  ?b   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?b  commonName  ?h  ?a  publishingCountry  ?h   => ?a  publishingCountry  ?b	1	1	1	18	18	18	?a
?g  isPrimaryTopicOf  ?a  ?g  termStart  ?b   => ?a  termEnd  ?b	0.4	0.387096774	0.923076923	12	31	13	?b
?g  primaryTopic  ?a  ?g  wgs84_pos#lat  ?b   => ?a  wgs84_pos#lat  ?b	0.666666667	1	1	2	2	2	?a
?g  isPrimaryTopicOf  ?a  ?g  termEnd  ?b   => ?a  termEnd  ?b	1	1	1	30	30	30	?b
?a  distributor  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  manufacturer  ?b	0.019354839	0.333333333	1	3	9	3	?a
?g  primaryTopic  ?a  ?g  termEnd  ?b   => ?a  termEnd  ?b	1	1	1	30	30	30	?b
?a  distributor  ?h  ?h  primaryTopic  ?b   => ?a  manufacturer  ?b	0.019354839	0.333333333	1	3	9	3	?a
?a  distributor  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  manufacturer  ?b	0.019354839	0.333333333	1	3	9	3	?a
?b  conventionalLongName  ?h  ?a  origin  ?h   => ?a  origin  ?b	0.25	1	1	42	42	42	?a
?a  engine  ?h  ?b  primaryTopic  ?h   => ?a  manufacturer  ?b	0.051612903	0.444444444	1	8	18	8	?a
?a  hometown  ?h  ?b  primaryTopic  ?h   => ?a  origin  ?b	0.017857143	0.214285714	1	3	14	3	?a
?a  hometown  ?h  ?h  name  ?b   => ?a  origin  ?b	0.017857143	0.214285714	1	3	14	3	?a
?a  hometown  ?h  ?h  primaryTopic  ?b   => ?a  origin  ?b	0.017857143	0.214285714	1	3	14	3	?a
?a  engine  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  manufacturer  ?b	0.051612903	0.444444444	1	8	18	8	?a
?g  nationalgoals  ?b  ?g  wikiPageInterLanguageLink  ?a   => ?a  nationalgoals  ?b	0.2	1	1	1	1	1	?b
?a  origin  ?h  ?b  rdf-schema#seeAlso  ?h   => ?a  origin  ?b	0.30952381	0.634146341	0.634146341	52	82	82	?a
?a  engine  ?h  ?h  primaryTopic  ?b   => ?a  manufacturer  ?b	0.051612903	0.444444444	1	8	18	8	?a
?a  manufacturer  ?h  ?b  name  ?h   => ?a  manufacturer  ?b	0.012903226	1	1	2	2	2	?a
?a  engine  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  manufacturer  ?b	0.051612903	0.444444444	1	8	18	8	?a
?b  alongside  ?h  ?h  primaryTopic  ?a   => ?a  alongside  ?b	0.333333333	0.545454545	1	6	11	6	?a
?a  isPrimaryTopicOf  ?h  ?h  origin  ?b   => ?a  origin  ?b	0.005952381	1	1	1	1	1	?a
?h  origin  ?b  ?a  primaryTopic  ?h   => ?a  origin  ?b	0.005952381	1	1	1	1	1	?a
?b  alongside  ?h  ?a  isPrimaryTopicOf  ?h   => ?a  alongside  ?b	0.333333333	0.545454545	1	6	11	6	?a
?a  isPrimaryTopicOf  ?h  ?h  manufacturer  ?b   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?g  distributor  ?b  ?g  related  ?a   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?a  alongside  ?h  ?b  primaryTopic  ?h   => ?a  alongside  ?b	0.611111111	1	1	11	11	11	?a
?h  coronation  ?b  ?a  primaryTopic  ?h   => ?a  coronation  ?b	1	1	1	1	1	1	?a
?a  before  ?h  ?b  primaryTopic  ?h   => ?a  alongside  ?b	0.055555556	0.083333333	1	1	12	1	?a
?a  manufacturer  ?g  ?g  name  ?b   => ?a  manufacturer  ?b	0.012903226	1	1	2	2	2	?a
?h  coronation  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  coronation  ?b	1	1	1	1	1	1	?a
?a  governor  ?h  ?b  primaryTopic  ?h   => ?a  alongside  ?b	0.055555556	0.038461538	1	1	26	1	?a
?a  manufacturer  ?h  ?b  primaryTopic  ?h   => ?a  manufacturer  ?b	0.35483871	1	1	55	55	55	?a
?g  coronation  ?b  ?g  primaryTopic  ?a   => ?a  coronation  ?b	1	1	1	1	1	1	?a
?a  governor  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  alongside  ?b	0.055555556	0.038461538	1	1	26	1	?a
?g  manufacturer  ?b  ?g  related  ?a   => ?a  manufacturer  ?b	0.006451613	0.125	1	1	8	1	?a
?g  depiction  ?b  ?g  primaryTopic  ?a   => ?a  depiction  ?b	0.614925373	1	1	412	412	412	?b
?g  manufacturer  ?b  ?g  name  ?a   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?b  influencedBy  ?h  ?h  primaryTopic  ?a   => ?a  influenced  ?b	0.16	0.216216216	1	8	37	8	?b
?a  commonName  ?g  ?g  month  ?b   => ?a  month  ?b	1	1	1	1	1	1	?a
?h  manufacturer  ?b  ?a  primaryTopic  ?h   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  yahoo  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?g  alongside  ?a  ?g  primaryTopic  ?b   => ?a  alongside  ?b	0.333333333	0.857142857	1	6	7	6	?a
?g  alongside  ?b  ?a  isPrimaryTopicOf  ?g   => ?a  alongside  ?b	0.388888889	1	1	7	7	7	?a
?a  primaryTopic  ?h  ?h  symbol  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?b  primaryTopic  ?h  ?a  standard  ?h   => ?a  standard  ?b	1	1	1	1	1	1	?a
?b  isPrimaryTopicOf  ?h  ?a  standard  ?h   => ?a  standard  ?b	1	1	1	1	1	1	?a
?a  notableStudents  ?h  ?h  rdf-schema#seeAlso  ?b   => ?a  influenced  ?b	0.02	1	1	1	1	1	?b
?h  google  ?b  ?a  primaryTopic  ?h   => ?a  google  ?b	1	1	1	1	1	1	?a
?b  influenced  ?h  ?h  primaryTopic  ?a   => ?a  influenced  ?b	0.02	0.071428571	1	1	14	1	?b
?b  influenced  ?h  ?h  rdf-schema#seeAlso  ?a   => ?a  influenced  ?b	0.02	0.090909091	1	1	11	1	?b
?a  isPrimaryTopicOf  ?h  ?h  yahoo  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  symbol  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?h  google  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  google  ?b	1	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  stockrow  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?a  manufacturer  ?g  ?g  primaryTopic  ?b   => ?a  manufacturer  ?b	0.35483871	1	1	55	55	55	?a
?h  salign  ?b  ?a  title  ?h   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?g  isPrimaryTopicOf  ?a  ?g  manufacturer  ?b   => ?a  manufacturer  ?b	0.006451613	1	1	1	1	1	?a
?h  name  ?b  ?a  standard  ?h   => ?a  standard  ?b	1	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  standard  ?h   => ?a  standard  ?b	1	1	1	1	1	1	?a
?h  first  ?b  ?a  wikiPageRedirects  ?h   => ?a  first  ?b	0.333333333	0.014084507	1	1	71	1	?a
?g  primaryTopic  ?a  ?g  salign  ?b   => ?a  salign  ?b	1	1	1	3	3	3	?b
?a  isPrimaryTopicOf  ?h  ?h  nick  ?b   => ?a  names  ?b	1	1	1	2	2	2	?b
?g  align  ?b  ?a  primaryTopic  ?g   => ?a  salign  ?b	0.666666667	0.181818182	0.181818182	2	11	11	?b
?g  isPrimaryTopicOf  ?a  ?g  nick  ?b   => ?a  names  ?b	1	1	1	2	2	2	?b
?g  isPrimaryTopicOf  ?a  ?g  names  ?b   => ?a  names  ?b	1	1	1	2	2	2	?b
?g  align  ?b  ?g  title  ?a   => ?a  salign  ?b	0.666666667	0.285714286	0.285714286	2	7	7	?b
?g  founded  ?b  ?a  isPrimaryTopicOf  ?g   => ?a  foundingDate  ?b	0.333333333	1	1	1	1	1	?a
?g  align  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  salign  ?b	0.666666667	0.222222222	0.222222222	2	9	9	?b
?g  isPrimaryTopicOf  ?a  ?g  stockrow  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?a  chassis  ?h  ?h  primaryTopic  ?b   => ?a  engine  ?b	0.055555556	1	1	1	1	1	?a
?a  chassis  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  engine  ?b	0.055555556	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  symbol  ?b   => ?a  google  ?b	1	1	1	1	1	1	?a
?g  currentStatus  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  currentStatus  ?b	1	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  wgs84_pos#lat  ?b   => ?a  wgs84_pos#lat  ?b	0.666666667	1	1	2	2	2	?a
?g  isPrimaryTopicOf  ?a  ?g  wgs84_pos#lat  ?b   => ?a  wgs84_pos#lat  ?b	1	1	1	3	3	3	?a
?a  engine  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  engine  ?b	1	1	1	18	18	18	?a
?g  first  ?b  ?g  primaryTopic  ?a   => ?a  first  ?b	1	1	1	3	3	3	?a
?a  primaryTopic  ?h  ?h  recordLabel  ?b   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?a  engine  ?h  ?b  primaryTopic  ?h   => ?a  engine  ?b	1	1	1	18	18	18	?a
?a  engine  ?h  ?h  primaryTopic  ?b   => ?a  engine  ?b	1	1	1	18	18	18	?a
?a  isPrimaryTopicOf  ?h  ?h  recordLabel  ?b   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?h  salign  ?b  ?a  wikisource  ?h   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?a  manufacturer  ?h  ?b  primaryTopic  ?h   => ?a  engine  ?b	0.444444444	0.145454545	1	8	55	8	?a
?a  manufacturer  ?h  ?h  primaryTopic  ?b   => ?a  engine  ?b	0.444444444	0.145454545	1	8	55	8	?a
?b  isPrimaryTopicOf  ?h  ?a  manufacturer  ?h   => ?a  engine  ?b	0.444444444	0.051612903	1	8	155	8	?a
?h  author  ?a  ?b  isPrimaryTopicOf  ?h   => ?a  notableWork  ?b	0.083333333	0.333333333	1	1	3	1	?b
?a  isPrimaryTopicOf  ?h  ?h  label  ?b   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?b  author  ?h  ?h  isPrimaryTopicOf  ?a   => ?a  notableWork  ?b	0.5	0.181818182	1	6	33	6	?b
?b  author  ?h  ?a  primaryTopic  ?h   => ?a  notableWork  ?b	0.5	0.125	1	6	48	6	?b
?h  isPrimaryTopicOf  ?b  ?a  manufacturer  ?h   => ?a  engine  ?b	0.444444444	0.051612903	1	8	155	8	?a
?a  notableWork  ?h  ?b  primaryTopic  ?h   => ?a  notableWork  ?b	0.333333333	1	1	4	4	4	?b
?g  isPrimaryTopicOf  ?a  ?g  recordLabel  ?b   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?g  names  ?b  ?g  primaryTopic  ?a   => ?a  names  ?b	1	1	1	2	2	2	?b
?h  nationalgoals  ?b  ?a  primaryTopic  ?h   => ?a  nationalgoals  ?b	1	1	1	5	5	5	?b
?h  nationalcaps  ?b  ?a  primaryTopic  ?h   => ?a  nationalgoals  ?b	0.2	0.0625	0.25	1	16	4	?b
?g  isPrimaryTopicOf  ?a  ?g  salign  ?b   => ?a  salign  ?b	1	1	1	3	3	3	?b
?a  isPrimaryTopicOf  ?h  ?h  nationalcaps  ?b   => ?a  nationalgoals  ?b	0.2	0.071428571	0.333333333	1	14	3	?b
?g  nationalcaps  ?b  ?g  primaryTopic  ?a   => ?a  nationalgoals  ?b	0.2	0.0625	0.25	1	16	4	?b
?g  isPrimaryTopicOf  ?a  ?g  nationalcaps  ?b   => ?a  nationalgoals  ?b	0.2	0.071428571	0.333333333	1	14	3	?b
?a  isPrimaryTopicOf  ?h  ?h  notableWork  ?b   => ?a  notableWork  ?b	0.666666667	1	1	8	8	8	?b
?g  isPrimaryTopicOf  ?a  ?g  nationalgoals  ?b   => ?a  nationalgoals  ?b	1	1	1	5	5	5	?b
?a  isPrimaryTopicOf  ?h  ?h  wgs84_pos#lat  ?b   => ?a  wgs84_pos#lat  ?b	1	1	1	3	3	3	?a
?a  notableWork  ?g  ?g  primaryTopic  ?b   => ?a  notableWork  ?b	0.333333333	1	1	4	4	4	?b
?g  creator  ?a  ?g  primaryTopic  ?b   => ?a  notableWork  ?b	0.083333333	0.166666667	0.333333333	1	6	3	?b
?g  primaryTopic  ?a  ?g  recordLabel  ?b   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?g  notableWork  ?b  ?g  primaryTopic  ?a   => ?a  notableWork  ?b	0.666666667	1	1	8	8	8	?b
?g  author  ?a  ?g  title  ?b   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
?g  nationalgoals  ?b  ?g  primaryTopic  ?a   => ?a  nationalgoals  ?b	1	1	1	5	5	5	?b
?b  commonName  ?h  ?a  origin  ?h   => ?a  origin  ?b	0.666666667	1	1	112	112	112	?a
?b  name  ?h  ?a  origin  ?h   => ?a  origin  ?b	0.446428571	1	1	75	75	75	?a
?a  isPrimaryTopicOf  ?h  ?h  yearsActive  ?b   => ?a  activeYearsStartYear  ?b	0.8	0.8	1	8	10	8	?a
?b  alongside  ?h  ?a  primaryTopic  ?h   => ?a  alongside  ?b	0.333333333	0.545454545	1	6	11	6	?a
?b  alongside  ?h  ?h  isPrimaryTopicOf  ?a   => ?a  alongside  ?b	0.333333333	0.545454545	1	6	11	6	?a
?h  alongside  ?a  ?b  primaryTopic  ?h   => ?a  alongside  ?b	0.333333333	0.857142857	1	6	7	6	?a
?h  notableWork  ?b  ?a  primaryTopic  ?h   => ?a  notableWork  ?b	0.666666667	1	1	8	8	8	?b
?h  isPrimaryTopicOf  ?b  ?a  notableWork  ?h   => ?a  notableWork  ?b	0.333333333	1	1	4	4	4	?b
?h  alongside  ?a  ?b  isPrimaryTopicOf  ?h   => ?a  alongside  ?b	0.333333333	0.857142857	1	6	7	6	?a
?g  name  ?b  ?a  origin  ?g   => ?a  origin  ?b	0.446428571	1	1	75	75	75	?a
?a  before  ?h  ?b  isPrimaryTopicOf  ?h   => ?a  alongside  ?b	0.055555556	0.090909091	1	1	11	1	?a
?a  primaryTopic  ?g  ?g  years  ?b   => ?a  activeYearsStartYear  ?b	0.2	0.042553191	0.333333333	2	47	6	?a
?g  primaryTopic  ?a  ?g  years  ?b   => ?a  activeYearsStartYear  ?b	0.2	0.042553191	0.333333333	2	47	6	?a
?a  primaryTopic  ?g  ?g  yearsActive  ?b   => ?a  activeYearsStartYear  ?b	0.7	0.777777778	1	7	9	7	?a
?g  primaryTopic  ?a  ?g  yearsActive  ?b   => ?a  activeYearsStartYear  ?b	0.7	0.777777778	1	7	9	7	?a
?h  alongside  ?b  ?a  primaryTopic  ?h   => ?a  alongside  ?b	0.388888889	1	1	7	7	7	?a
?a  governor  ?h  ?h  primaryTopic  ?b   => ?a  alongside  ?b	0.055555556	0.038461538	1	1	26	1	?a
?g  activeYearsStartYear  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  activeYearsStartYear  ?b	1	1	1	10	10	10	?a
?a  governor  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  alongside  ?b	0.055555556	0.038461538	1	1	26	1	?a
?g  isPrimaryTopicOf  ?a  ?g  origin  ?b   => ?a  origin  ?b	0.005952381	1	1	1	1	1	?a
?a  origin  ?g  ?g  primaryTopic  ?b   => ?a  origin  ?b	0.017857143	1	1	3	3	3	?a
?a  alongside  ?g  ?g  primaryTopic  ?b   => ?a  alongside  ?b	0.611111111	1	1	11	11	11	?a
?g  commonName  ?b  ?a  origin  ?g   => ?a  origin  ?b	0.666666667	1	1	112	112	112	?a
?a  before  ?g  ?g  primaryTopic  ?b   => ?a  alongside  ?b	0.055555556	0.083333333	1	1	12	1	?a
?g  alongside  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  alongside  ?b	0.388888889	1	1	7	7	7	?a
?g  alongside  ?b  ?g  primaryTopic  ?a   => ?a  alongside  ?b	0.388888889	1	1	7	7	7	?a
?a  alongside  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  alongside  ?b	0.611111111	1	1	11	11	11	?a
?a  before  ?h  ?h  isPrimaryTopicOf  ?b   => ?a  alongside  ?b	0.055555556	0.090909091	1	1	11	1	?a
?g  febHighC  ?b  ?a  primaryTopic  ?g   => ?a  febHighC  ?b	1	1	1	2	2	2	?a
?g  febHighC  ?b  ?g  name  ?a   => ?a  febHighC  ?b	0.5	1	1	1	1	1	?a
?g  commonName  ?a  ?g  febHighC  ?b   => ?a  febHighC  ?b	0.5	1	1	1	1	1	?a
?g  origin  ?b  ?g  primaryTopic  ?a   => ?a  origin  ?b	0.005952381	1	1	1	1	1	?a
?g  alongside  ?a  ?g  isPrimaryTopicOf  ?b   => ?a  alongside  ?b	0.333333333	0.857142857	1	6	7	6	?a
?g  isPrimaryTopicOf  ?a  ?g  yearsactive  ?b   => ?a  activeYearsStartYear  ?b	0.1	1	1	1	1	1	?a
?g  collapsible  ?b  ?g  rdf-schema#seeAlso  ?a   => ?a  collapsible  ?b	1	0.071428571	1	1	14	1	?a
?a  conventionalLongName  ?h  ?h  gdpNominal  ?b   => ?a  gdpNominal  ?b	0.25	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  salign  ?b   => ?a  salign  ?b	1	1	1	3	3	3	?b
?g  gdpNominal  ?b  ?g  name  ?a   => ?a  gdpNominal  ?b	0.5	1	1	2	2	2	?a
?h  align  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  salign  ?b	0.666666667	0.222222222	0.222222222	2	9	9	?b
?b  name  ?h  ?a  standard  ?h   => ?a  standard  ?b	1	1	1	1	1	1	?a
?h  align  ?b  ?a  title  ?h   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?g  first  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  first  ?b	0.666666667	1	1	2	2	2	?a
?a  isPrimaryTopicOf  ?h  ?h  yahoo  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?h  google  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  stockrow  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  symbol  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  symbol  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  google  ?b  ?g  primaryTopic  ?a   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  google  ?b  ?g  isPrimaryTopicOf  ?a   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  isPrimaryTopicOf  ?a  ?g  yahoo  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  primaryTopic  ?b  ?a  standard  ?g   => ?a  standard  ?b	1	1	1	1	1	1	?a
?h  homepage  ?b  ?a  name  ?h   => ?a  website  ?b	1	1	1	1	1	1	?a
?h  names  ?b  ?a  primaryTopic  ?h   => ?a  names  ?b	1	1	1	2	2	2	?b
?g  align  ?b  ?g  primaryTopic  ?a   => ?a  salign  ?b	0.666666667	0.181818182	0.181818182	2	11	11	?b
?h  homepage  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  website  ?b	1	0.111111111	1	1	9	1	?a
?a  isPrimaryTopicOf  ?h  ?h  website  ?b   => ?a  website  ?b	1	1	1	1	1	1	?a
?g  homepage  ?b  ?a  primaryTopic  ?g   => ?a  website  ?b	1	0.142857143	1	1	7	1	?a
?g  homepage  ?b  ?g  primaryTopic  ?a   => ?a  website  ?b	1	0.142857143	1	1	7	1	?a
?g  homepage  ?b  ?g  name  ?a   => ?a  website  ?b	1	1	1	1	1	1	?a
?g  align  ?b  ?a  wikisource  ?g   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?g  align  ?b  ?g  wikisource  ?a   => ?a  salign  ?b	0.666666667	1	1	2	2	2	?b
?h  collapsible  ?b  ?a  rdf-schema#seeAlso  ?h   => ?a  collapsible  ?b	1	1	1	1	1	1	?a
?a  commonName  ?h  ?h  gdpNominal  ?b   => ?a  gdpNominal  ?b	1	1	1	4	4	4	?a
?h  marPrecipitationMm  ?b  ?a  name  ?h   => ?a  marPrecipitationMm  ?b	1	1	1	1	1	1	?a
?a  chassis  ?h  ?b  primaryTopic  ?h   => ?a  engine  ?b	0.055555556	1	1	1	1	1	?a
?g  conventionalLongName  ?a  ?g  gdpNominal  ?b   => ?a  gdpNominal  ?b	0.25	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  salign  ?b   => ?a  salign  ?b	1	1	1	3	3	3	?b
?a  commonName  ?h  ?h  otherSymbol  ?b   => ?a  otherSymbol  ?b	1	1	1	1	1	1	?a
?g  google  ?b  ?g  primaryTopic  ?a   => ?a  google  ?b	1	1	1	1	1	1	?a
?a  name  ?h  ?h  otherSymbol  ?b   => ?a  otherSymbol  ?b	1	1	1	1	1	1	?a
?g  name  ?a  ?g  otherSymbol  ?b   => ?a  otherSymbol  ?b	1	1	1	1	1	1	?a
?g  commonName  ?a  ?g  otherSymbol  ?b   => ?a  otherSymbol  ?b	1	1	1	1	1	1	?a
?g  label  ?b  ?g  primaryTopic  ?a   => ?a  recordLabel  ?b	1	1	1	2	2	2	?b
?g  primaryTopic  ?a  ?g  yahoo  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?g  primaryTopic  ?a  ?g  stockrow  ?b   => ?a  stockrow  ?b	1	1	1	1	1	1	?a
?b  author  ?h  ?h  primaryTopic  ?a   => ?a  notableWork  ?b	0.5	0.125	1	6	48	6	?b
?b  author  ?h  ?a  isPrimaryTopicOf  ?h   => ?a  notableWork  ?b	0.5	0.181818182	1	6	33	6	?b
?b  isPrimaryTopicOf  ?h  ?a  keynoteSpeaker  ?h   => ?a  keynoteSpeaker  ?b	1	1	1	1	1	1	?a
?a  keynoteSpeaker  ?h  ?h  primaryTopic  ?b   => ?a  keynoteSpeaker  ?b	1	1	1	1	1	1	?a
?h  author  ?a  ?b  primaryTopic  ?h   => ?a  notableWork  ?b	0.083333333	0.333333333	1	1	3	1	?b
?h  creator  ?a  ?b  primaryTopic  ?h   => ?a  notableWork  ?b	0.083333333	0.166666667	0.333333333	1	6	3	?b
?h  author  ?a  ?b  wikisource  ?h   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
?b  primaryTopic  ?h  ?a  seat  ?h   => ?a  seat  ?b	1	1	1	1	1	1	?a
?g  primaryTopic  ?b  ?a  seat  ?g   => ?a  seat  ?b	1	1	1	1	1	1	?a
?g  name  ?b  ?a  seat  ?g   => ?a  seat  ?b	1	1	1	1	1	1	?a
?h  author  ?a  ?b  title  ?h   => ?a  notableWork  ?b	0.083333333	1	1	1	1	1	?b
